1,0,217.984,594.024,60.714,80.485,0.997,-1,-1,-1
1,1,1560.960,601.103,357.263,294.002,0.995,-1,-1,-1
1,2,1044.734,578.357,101.901,65.628,0.384,-1,-1,-1
1,3,385.122,560.531,23.833,71.695,0.137,-1,-1,-1
1,4,392.356,552.431,31.663,74.482,0.099,-1,-1,-1
1,5,379.516,561.608,19.044,78.380,0.094,-1,-1,-1
1,6,198.787,592.204,53.621,68.835,0.089,-1,-1,-1
1,7,1546.757,568.417,373.243,357.509,0.084,-1,-1,-1
1,8,192.431,591.964,32.131,67.768,0.044,-1,-1,-1
1,9,1702.061,581.935,57.171,61.223,0.025,-1,-1,-1
1,10,296.596,573.046,72.591,50.714,0.020,-1,-1,-1
2,2,1053.408,579.466,100.808,64.981,0.965,-1,-1,-1
2,9,1891.872,629.381,26.840,129.359,0.235,-1,-1,-1
2,3,1310.624,547.258,29.241,80.434,0.037,-1,-1,-1
3,2,1051.960,581.323,99.371,62.912,0.966,-1,-1,-1
3,11,628.877,529.652,57.426,42.004,0.011,-1,-1,-1
4,1,1770.595,717.112,143.632,213.980,0.999,-1,-1,-1
4,4,24.839,568.088,58.460,113.152,0.957,-1,-1,-1
4,0,89.824,614.845,79.582,82.153,0.841,-1,-1,-1
4,2,1047.327,583.096,102.480,60.036,0.799,-1,-1,-1
4,3,38.411,611.987,36.725,75.730,0.050,-1,-1,-1
5,2,1057.005,579.477,99.412,63.622,0.994,-1,-1,-1
5,11,506.222,536.804,78.692,58.684,0.024,-1,-1,-1
6,1,1636.365,648.050,281.273,234.507,1.000,-1,-1,-1
6,0,168.519,606.547,55.997,72.688,0.990,-1,-1,-1
6,12,124.006,571.961,46.539,94.411,0.565,-1,-1,-1
6,8,121.848,569.684,52.457,105.476,0.186,-1,-1,-1
6,13,111.921,624.851,58.279,51.820,0.040,-1,-1,-1
6,14,102.620,601.203,81.734,53.837,0.030,-1,-1,-1
7,0,1.150,604.987,124.781,106.999,0.992,-1,-1,-1
7,2,1048.712,579.749,100.469,64.041,0.972,-1,-1,-1
7,9,259.005,583.224,22.078,74.053,0.069,-1,-1,-1
7,6,0.014,591.857,28.007,93.473,0.018,-1,-1,-1
7,14,0.147,590.182,27.459,94.560,0.017,-1,-1,-1
8,2,1053.990,578.959,101.329,64.774,0.872,-1,-1,-1
8,5,1372.915,551.147,30.905,69.726,0.040,-1,-1,-1
8,15,502.455,539.772,57.553,59.733,0.018,-1,-1,-1
9,2,1049.493,579.062,98.443,63.969,0.966,-1,-1,-1
9,1,1215.700,831.513,686.026,227.791,0.042,-1,-1,-1
10,2,1054.326,586.103,101.669,56.904,0.997,-1,-1,-1
11,2,1045.530,584.975,107.391,57.891,0.993,-1,-1,-1
11,16,0.308,590.565,41.000,69.813,0.022,-1,-1,-1
12,2,1052.729,587.953,102.906,55.666,0.997,-1,-1,-1
12,1,1601.547,1014.133,316.443,65.325,0.060,-1,-1,-1
12,15,617.848,523.711,67.843,47.795,0.025,-1,-1,-1
12,11,632.162,526.756,64.568,42.654,0.015,-1,-1,-1
13,2,1051.185,579.830,108.827,63.189,0.929,-1,-1,-1
14,2,1051.323,580.660,107.026,62.699,0.858,-1,-1,-1
14,5,1350.829,558.071,27.494,67.604,0.013,-1,-1,-1
15,2,1054.808,585.086,102.837,57.460,0.998,-1,-1,-1
15,5,1264.305,552.128,24.164,70.280,0.062,-1,-1,-1
16,2,1055.042,587.321,101.342,55.810,0.998,-1,-1,-1
17,2,1055.416,582.214,100.560,61.449,0.987,-1,-1,-1
17,9,1471.583,567.649,25.040,89.642,0.064,-1,-1,-1
17,5,1278.904,560.610,25.771,65.940,0.019,-1,-1,-1
18,2,1056.390,586.518,101.306,56.219,0.997,-1,-1,-1
18,9,1384.720,575.785,24.080,67.765,0.059,-1,-1,-1
