1,0,167.840,573.076,56.840,96.380,1.000,-1,-1,-1
1,1,464.112,95.645,999.438,983.025,1.000,-1,-1,-1
1,2,407.688,597.822,28.744,77.949,1.000,-1,-1,-1
1,3,257.497,554.762,31.855,76.583,0.994,-1,-1,-1
1,4,1489.040,501.510,206.543,100.952,0.114,-1,-1,-1
2,1,462.876,95.618,1001.325,983.263,1.000,-1,-1,-1
2,2,356.669,602.542,31.140,75.819,1.000,-1,-1,-1
2,0,277.044,576.256,53.304,92.585,1.000,-1,-1,-1
2,4,1488.354,501.533,207.400,100.949,0.098,-1,-1,-1
3,1,463.756,95.214,1000.100,983.594,1.000,-1,-1,-1
3,0,210.840,569.416,35.017,97.268,0.992,-1,-1,-1
3,2,395.996,603.773,27.747,72.719,0.967,-1,-1,-1
3,3,266.390,558.179,29.865,75.339,0.949,-1,-1,-1
3,4,1487.569,501.636,207.785,100.854,0.091,-1,-1,-1
3,5,211.218,570.924,33.895,91.843,0.052,-1,-1,-1
4,2,342.859,602.138,39.692,74.379,1.000,-1,-1,-1
4,1,463.293,96.145,1000.553,982.698,1.000,-1,-1,-1
4,0,300.491,575.887,38.031,93.714,0.995,-1,-1,-1
4,4,1487.862,501.571,207.528,100.956,0.103,-1,-1,-1
5,1,463.906,96.223,1000.594,982.553,1.000,-1,-1,-1
5,0,149.923,570.466,41.023,97.367,0.999,-1,-1,-1
5,2,416.101,601.930,33.145,73.319,0.998,-1,-1,-1
5,3,250.248,557.756,34.114,74.666,0.998,-1,-1,-1
5,4,1489.038,501.641,206.269,100.865,0.116,-1,-1,-1
5,5,253.447,557.825,33.826,69.948,0.013,-1,-1,-1
6,1,462.118,95.878,1002.426,982.989,1.000,-1,-1,-1
6,0,431.016,575.358,28.765,96.147,0.986,-1,-1,-1
6,2,303.995,597.912,29.676,72.008,0.879,-1,-1,-1
6,5,309.947,562.494,33.324,69.216,0.534,-1,-1,-1
6,3,312.454,557.870,33.473,75.336,0.350,-1,-1,-1
6,4,1488.774,501.607,206.711,100.884,0.106,-1,-1,-1
6,6,301.487,574.994,49.640,50.708,0.048,-1,-1,-1
6,7,303.227,572.971,46.205,54.476,0.016,-1,-1,-1
6,8,279.105,590.484,71.857,43.150,0.015,-1,-1,-1
6,9,303.419,569.031,45.586,56.193,0.013,-1,-1,-1
6,10,269.535,605.193,74.864,43.410,0.011,-1,-1,-1
7,1,463.029,95.715,1000.773,983.032,1.000,-1,-1,-1
7,0,323.667,576.590,52.214,100.792,0.999,-1,-1,-1
7,4,1488.448,501.238,207.332,101.210,0.107,-1,-1,-1
7,3,291.597,567.610,32.616,72.544,0.103,-1,-1,-1
7,5,306.851,571.397,52.885,64.676,0.028,-1,-1,-1
7,2,303.658,597.371,57.487,77.402,0.013,-1,-1,-1
7,6,279.971,584.451,55.322,58.665,0.011,-1,-1,-1
8,1,463.899,95.214,999.556,983.498,1.000,-1,-1,-1
8,0,225.425,567.634,49.633,95.706,0.999,-1,-1,-1
8,2,379.568,600.692,34.161,73.994,0.987,-1,-1,-1
8,4,1486.969,501.523,209.241,100.882,0.083,-1,-1,-1
8,9,225.921,574.739,58.574,42.273,0.013,-1,-1,-1
9,1,463.063,95.090,999.900,983.614,1.000,-1,-1,-1
9,0,377.523,574.272,39.913,97.908,0.999,-1,-1,-1
9,2,310.990,602.694,42.223,70.920,0.998,-1,-1,-1
9,3,299.853,562.115,33.346,79.010,0.415,-1,-1,-1
