1,0,1103.568,567.492,46.257,83.519,1.000,-1,-1,-1
1,1,326.550,568.110,81.884,43.412,0.830,-1,-1,-1
1,2,339.265,563.243,34.816,67.350,0.017,-1,-1,-1
1,3,322.021,571.442,76.951,42.868,0.013,-1,-1,-1
2,0,1099.259,560.197,35.058,57.971,0.940,-1,-1,-1
2,1,336.738,557.888,68.327,33.456,0.796,-1,-1,-1
2,4,359.762,516.725,89.779,60.111,0.035,-1,-1,-1
3,0,1112.462,576.349,36.367,110.844,1.000,-1,-1,-1
3,1,345.407,567.270,93.125,52.166,0.092,-1,-1,-1
4,0,1103.140,559.512,35.231,66.740,0.999,-1,-1,-1
4,1,337.242,558.787,68.847,39.160,0.180,-1,-1,-1
5,0,1101.719,560.865,41.975,77.510,1.000,-1,-1,-1
5,1,326.812,564.639,81.649,40.508,0.750,-1,-1,-1
6,0,1114.466,575.895,46.885,120.292,0.999,-1,-1,-1
6,1,351.988,569.256,97.612,52.805,0.641,-1,-1,-1
7,0,1101.433,572.734,60.489,108.107,1.000,-1,-1,-1
7,1,337.714,570.341,81.751,48.515,0.899,-1,-1,-1
7,5,410.084,570.816,48.330,41.010,0.010,-1,-1,-1
8,0,1108.392,568.709,41.722,89.526,1.000,-1,-1,-1
8,1,319.009,568.124,88.990,46.056,0.716,-1,-1,-1
9,0,1105.840,564.881,31.412,78.191,0.998,-1,-1,-1
9,1,328.627,563.180,71.601,43.455,0.606,-1,-1,-1
9,4,877.794,528.283,48.515,51.219,0.250,-1,-1,-1
10,0,1110.417,562.081,21.893,68.686,0.398,-1,-1,-1
10,1,328.481,562.076,71.513,42.012,0.154,-1,-1,-1
10,4,195.160,519.624,51.250,66.818,0.012,-1,-1,-1
11,0,1097.821,560.488,29.371,50.936,0.018,-1,-1,-1
11,2,578.632,548.326,50.115,48.292,0.012,-1,-1,-1
12,0,1100.982,560.018,24.582,61.388,0.846,-1,-1,-1
12,1,334.850,561.876,69.542,32.551,0.049,-1,-1,-1
13,0,1103.698,557.323,26.292,65.027,0.990,-1,-1,-1
13,1,332.907,556.226,69.290,39.791,0.498,-1,-1,-1
14,0,1100.282,570.782,54.631,99.552,1.000,-1,-1,-1
14,1,336.402,570.447,84.085,47.340,0.631,-1,-1,-1
14,2,270.865,558.040,28.155,76.445,0.070,-1,-1,-1
15,0,1114.506,567.991,29.401,96.832,0.999,-1,-1,-1
15,1,331.769,570.316,85.621,45.213,0.704,-1,-1,-1
15,2,1869.529,520.491,38.213,76.048,0.655,-1,-1,-1
16,0,1110.356,566.001,27.599,83.703,0.995,-1,-1,-1
16,1,323.655,563.210,65.088,43.862,0.772,-1,-1,-1
16,3,320.518,569.814,77.400,42.488,0.026,-1,-1,-1
17,0,1095.303,555.627,37.079,57.306,0.848,-1,-1,-1
17,1,363.049,554.986,95.810,35.338,0.061,-1,-1,-1
17,6,1058.232,545.490,88.148,32.271,0.025,-1,-1,-1
17,4,361.762,531.989,72.768,51.179,0.018,-1,-1,-1
18,0,1109.876,560.496,27.622,68.111,0.977,-1,-1,-1
18,1,338.288,557.104,65.403,44.972,0.021,-1,-1,-1
