1,0,516.014,545.669,68.102,35.800,0.093,-1,-1,-1
1,1,516.252,543.425,67.741,37.977,0.050,-1,-1,-1
1,2,749.972,553.444,49.932,32.895,0.045,-1,-1,-1
1,3,748.523,553.972,53.306,33.711,0.016,-1,-1,-1
3,4,259.950,546.190,24.931,60.195,0.546,-1,-1,-1
3,5,1765.940,781.006,154.060,79.358,0.017,-1,-1,-1
3,6,1179.796,555.757,34.436,51.837,0.011,-1,-1,-1
4,7,1636.858,458.562,282.679,239.711,0.748,-1,-1,-1
4,6,92.035,558.232,20.261,66.441,0.044,-1,-1,-1
4,0,1101.107,560.584,93.319,33.715,0.011,-1,-1,-1
5,2,0.000,635.003,169.534,125.539,0.999,-1,-1,-1
5,8,10.858,622.900,132.487,125.869,0.013,-1,-1,-1
5,0,1346.403,615.363,63.979,50.071,0.012,-1,-1,-1
6,3,700.436,556.535,59.334,40.188,0.675,-1,-1,-1
6,5,702.689,556.510,55.755,38.898,0.193,-1,-1,-1
6,6,1192.490,559.318,18.602,72.667,0.011,-1,-1,-1
7,6,0.390,577.271,17.775,55.622,0.033,-1,-1,-1
7,4,330.736,549.655,24.542,49.381,0.031,-1,-1,-1
8,2,0.000,615.280,313.719,150.283,0.998,-1,-1,-1
8,0,1305.972,608.764,86.445,47.165,0.040,-1,-1,-1
8,9,1399.417,652.828,36.964,61.628,0.019,-1,-1,-1
8,4,1405.749,651.802,27.645,62.011,0.016,-1,-1,-1
9,2,3.186,627.859,385.574,225.283,0.988,-1,-1,-1
9,7,0.194,561.136,18.400,82.634,0.409,-1,-1,-1
9,6,0.296,562.894,18.256,80.033,0.030,-1,-1,-1
9,10,0.232,557.769,18.202,85.721,0.023,-1,-1,-1
9,0,0.000,578.195,23.949,61.631,0.018,-1,-1,-1
9,1,0.000,603.843,397.030,254.279,0.011,-1,-1,-1
10,5,491.362,547.586,79.749,35.501,0.070,-1,-1,-1
10,1,491.890,545.210,78.818,38.002,0.025,-1,-1,-1
10,0,1786.929,573.630,27.246,86.425,0.011,-1,-1,-1
11,5,379.001,551.295,76.767,31.871,0.070,-1,-1,-1
11,7,1670.852,433.595,248.382,255.836,0.031,-1,-1,-1
12,2,5.639,661.089,227.414,208.244,1.000,-1,-1,-1
12,8,223.383,591.397,238.476,95.222,0.029,-1,-1,-1
12,0,1253.623,584.647,65.080,55.825,0.019,-1,-1,-1
12,3,1254.233,577.352,54.739,63.530,0.016,-1,-1,-1
13,5,363.695,551.591,77.171,33.673,0.514,-1,-1,-1
13,1,460.749,548.341,56.657,38.707,0.012,-1,-1,-1
14,9,695.399,562.629,60.730,36.407,0.151,-1,-1,-1
14,5,696.577,561.775,57.274,35.233,0.079,-1,-1,-1
15,8,31.618,606.952,337.646,117.830,0.945,-1,-1,-1
15,4,161.363,561.590,30.058,64.311,0.046,-1,-1,-1
15,11,200.778,642.658,43.253,71.415,0.018,-1,-1,-1
16,6,201.198,557.552,37.699,74.454,0.053,-1,-1,-1
16,4,133.686,553.849,19.445,67.137,0.022,-1,-1,-1
17,5,1553.569,716.118,116.480,42.680,0.039,-1,-1,-1
17,4,308.919,549.965,25.155,48.497,0.021,-1,-1,-1
17,6,1567.269,711.874,91.895,63.949,0.010,-1,-1,-1
18,4,166.538,555.666,20.193,60.169,0.114,-1,-1,-1
18,8,733.865,553.890,55.629,32.818,0.017,-1,-1,-1
