1,0,369.006,647.035,116.701,272.257,0.980,-1,-1,-1
1,1,7.850,546.458,66.489,73.775,0.947,-1,-1,-1
1,2,615.264,534.558,714.221,544.351,0.517,-1,-1,-1
1,3,2.994,557.632,68.928,64.626,0.433,-1,-1,-1
1,4,0.255,518.763,24.030,92.348,0.227,-1,-1,-1
1,5,4.774,593.336,59.891,28.970,0.154,-1,-1,-1
1,6,2.848,607.396,31.171,70.000,0.130,-1,-1,-1
1,7,345.516,726.175,174.770,215.355,0.121,-1,-1,-1
1,8,354.745,711.226,148.056,230.875,0.118,-1,-1,-1
1,9,0.602,622.444,35.967,61.247,0.047,-1,-1,-1
1,10,628.467,534.033,701.328,543.690,0.029,-1,-1,-1
1,11,1.060,537.747,39.917,74.029,0.027,-1,-1,-1
1,12,591.226,515.433,235.546,559.461,0.018,-1,-1,-1
1,13,0.234,520.668,24.047,90.298,0.015,-1,-1,-1
1,14,2.824,560.765,69.489,62.420,0.014,-1,-1,-1
1,15,1104.602,505.971,243.376,565.517,0.012,-1,-1,-1
2,7,368.323,652.304,116.386,262.883,0.999,-1,-1,-1
2,1,8.175,546.497,65.623,74.569,0.945,-1,-1,-1
2,3,2.840,558.685,67.650,64.077,0.528,-1,-1,-1
2,2,615.910,534.700,714.062,544.218,0.497,-1,-1,-1
2,5,4.691,593.744,59.404,29.073,0.265,-1,-1,-1
2,4,0.216,517.672,23.471,93.019,0.263,-1,-1,-1
2,6,3.163,602.842,31.652,72.572,0.238,-1,-1,-1
2,8,354.567,710.759,147.310,232.083,0.111,-1,-1,-1
2,7,345.433,725.361,173.826,216.693,0.111,-1,-1,-1
2,11,1.063,536.871,39.199,74.172,0.032,-1,-1,-1
2,10,628.739,534.213,701.534,543.659,0.031,-1,-1,-1
2,9,0.858,617.613,35.693,62.137,0.021,-1,-1,-1
2,13,0.198,519.596,23.486,91.006,0.020,-1,-1,-1
2,14,2.785,561.597,68.060,61.821,0.016,-1,-1,-1
2,15,1104.843,505.742,243.015,565.733,0.013,-1,-1,-1
3,7,369.092,647.266,115.873,271.677,0.981,-1,-1,-1
3,1,7.669,546.140,66.220,74.218,0.966,-1,-1,-1
3,3,2.301,558.192,67.466,64.721,0.500,-1,-1,-1
3,2,614.058,534.771,716.018,544.036,0.494,-1,-1,-1
3,6,2.723,613.677,30.976,60.766,0.430,-1,-1,-1
3,4,0.293,519.246,23.982,92.153,0.230,-1,-1,-1
3,5,4.460,593.582,59.856,28.782,0.133,-1,-1,-1
3,7,345.206,725.072,174.355,216.157,0.110,-1,-1,-1
